"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2012","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,868.9",""
"2012","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5",""
"2012","Netherlands","Current prices, million euro","Gross domestic product at market prices","652,966.0",""
"2012","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","642,414.0",""
"2012","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.6",""
"2012","Austria","Current prices, million euro","Gross domestic product at market prices","318,653.0",""
"2012","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","306,617.4",""
"2012","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.7",""
"2012","Poland","Current prices, million euro","Gross domestic product at market prices","389,376.8",""
"2012","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","386,065.8",""
"2012","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.2",""
"2012","Portugal","Current prices, million euro","Gross domestic product at market prices","168,398.0",""
"2012","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","169,527.1",""
"2012","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.1",""
"2012","Romania","Current prices, million euro","Gross domestic product at market prices","133,147.1",""
"2012","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","130,583.2",""
"2012","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.0",""
"2012","Slovenia","Current prices, million euro","Gross domestic product at market prices","36,076.1",""
"2012","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","35,513.8",""
"2012","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.5",""
"2012","Slovakia","Current prices, million euro","Gross domestic product at market prices","72,703.5",""
"2012","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","70,633.8",""
"2012","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.1",""
"2012","Finland","Current prices, million euro","Gross domestic product at market prices","199,793.0",""
"2012","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","189,173.0",""
"2012","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.4",""
"2012","Sweden","Current prices, million euro","Gross domestic product at market prices","423,808.4",""
"2012","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","378,244.8",""
"2012","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.1",""
"2012","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,089,628.4",""
"2012","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,908,194.5",""
"2012","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.2",""
"2012","Iceland","Current prices, million euro","Gross domestic product at market prices","11,458.5",""
"2012","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,663.3",""
"2012","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2012","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":",""
"2012","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2012","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.7",""
"2012","Norway","Current prices, million euro","Gross domestic product at market prices","397,086.1",""
"2012","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","336,097.7",""
"2012","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.7",""
"2012","Switzerland","Current prices, million euro","Gross domestic product at market prices","519,716.4",""
"2012","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","453,065.0",""
"2012","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.4",""
"2012","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,181.5",""
"2012","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3,138.1",""
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.9",""
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","7,584.8",""
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,241.4",""
"2012","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.0",""
"2012","Albania","Current prices, million euro","Gross domestic product at market prices","9,585.8",""
"2012","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,356.4",""
"2012","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.3",""
"2012","Serbia","Current prices, million euro","Gross domestic product at market prices","33,679.3",""
"2012","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","31,968.8",""
"2012","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","116.4",""
"2012","Turkey","Current prices, million euro","Gross domestic product at market prices","678,483.7",""
"2012","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","676,519.5",""
"2012","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.1",""
"2012","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","13,407.5",""
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,985.7",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.3",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5,058.8",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4,723.7",""
"2013","European Union (current composition)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.6",""
"2013","European Union (current composition)","Current prices, million euro","Gross domestic product at market prices","13,596,773.8",""
"2013","European Union (current composition)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,052,061.8",""
"2013","European Union (without United Kingdom)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.0",""
"2013","European Union (without United Kingdom)","Current prices, million euro","Gross domestic product at market prices","11,522,795.2",""
"2013","European Union (without United Kingdom)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,102,711.4",""
"2013","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.3",""
"2013","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","12,500,056.7",""
"2013","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,983,501.1",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,886,241.2",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,549,818.1",""
"2013","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5",""
"2013","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,944,029.8",""
"2013","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,602,149.2",""
"2013","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.4",""
"2013","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,731,117.7",""
"2013","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,401,198.1",""
"2013","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.2",""
"2013","Belgium","Current prices, million euro","Gross domestic product at market prices","392,339.8",""
"2013","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","373,286.3",""
"2013","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5",""
"2013","Bulgaria","Current prices, million euro","Gross domestic product at market prices","41,858.1",""
"2013","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","39,167.2",""
"2013","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5",""
"2013","Czechia","Current prices, million euro","Gross domestic product at market prices","157,741.6",""
"2013","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","157,463.3",""
"2013","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5",""
"2013","Denmark","Current prices, million euro","Gross domestic product at market prices","258,742.7",""
"2013","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","249,279.2",""
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.7",""
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,826,240.0",""
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,700,806.8",""
"2013","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.4",""
"2013","Estonia","Current prices, million euro","Gross domestic product at market prices","18,932.3",""
"2013","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","16,836.5",""
"2013","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.3",""
"2013","Ireland","Current prices, million euro","Gross domestic product at market prices","179,922.4",""
"2013","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","176,609.8",""
"2013","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","81.5","p"
"2013","Greece","Current prices, million euro","Gross domestic product at market prices","180,654.3","p"
"2013","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","184,223.2","p"
"2013","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.5",""
"2013","Spain","Current prices, million euro","Gross domestic product at market prices","1,025,693.0",""
"2013","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,021,089.0",""
"2013","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.1",""
"2013","France","Current prices, million euro","Gross domestic product at market prices","2,117,189.0",""
"2013","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,057,213.0",""
"2013","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.9",""
"2013","Croatia","Current prices, million euro","Gross domestic product at market prices","43,779.2",""
"2013","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","43,750.4",""
"2013","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.1",""
"2013","Italy","Current prices, million euro","Gross domestic product at market prices","1,604,599.1",""
"2013","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,541,171.9",""
"2013","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.9",""
"2013","Cyprus","Current prices, million euro","Gross domestic product at market prices","18,140.5",""
"2013","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17,728.3",""
"2013","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","113.4",""
"2013","Latvia","Current prices, million euro","Gross domestic product at market prices","22,828.9",""
"2013","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","20,165.6",""
"2013","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.0",""
"2013","Lithuania","Current prices, million euro","Gross domestic product at market prices","34,959.6",""
"2013","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","31,938.5",""
"2013","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.9",""
"2013","Luxembourg","Current prices, million euro","Gross domestic product at market prices","46,499.6",""
"2013","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","42,553.0",""
"2013","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.1",""
"2013","Hungary","Current prices, million euro","Gross domestic product at market prices","101,890.5",""
"2013","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","100,894.3",""
"2013","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.9",""
"2013","Malta","Current prices, million euro","Gross domestic product at market prices","7,645.2",""
"2013","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,183.7",""
"2013","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.4",""
"2013","Netherlands","Current prices, million euro","Gross domestic product at market prices","660,463.0",""
"2013","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","641,577.7",""
"2013","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.6",""
"2013","Austria","Current prices, million euro","Gross domestic product at market prices","323,910.2",""
"2013","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","306,695.6",""
"2013","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.2",""
"2013","Poland","Current prices, million euro","Gross domestic product at market prices","394,733.8",""
"2013","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","391,439.4",""
"2013","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.2",""
"2013","Portugal","Current prices, million euro","Gross domestic product at market prices","170,269.3",""
"2013","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","167,611.2",""
"2013","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.8",""
"2013","Romania","Current prices, million euro","Gross domestic product at market prices","143,801.6",""
"2013","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","135,172.6",""
"2013","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.9",""
"2013","Slovenia","Current prices, million euro","Gross domestic product at market prices","36,239.2",""
"2013","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","35,111.7",""
"2013","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.1",""
"2013","Slovakia","Current prices, million euro","Gross domestic product at market prices","74,169.9",""
"2013","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","71,686.7",""
"2013","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.3",""
"2013","Finland","Current prices, million euro","Gross domestic product at market prices","203,338.0",""
"2013","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","187,739.0",""
"2013","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.6",""
"2013","Sweden","Current prices, million euro","Gross domestic product at market prices","436,217.9",""
"2013","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","382,928.8",""
"2013","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.2",""
"2013","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,073,978.5",""
"2013","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,947,243.0",""
"2013","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.5",""
"2013","Iceland","Current prices, million euro","Gross domestic product at market prices","12,064.1",""
"2013","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,104.1",""
"2013","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2013","Liechtenstein","Current prices, million euro","Gross domestic product at market prices","4,812.4",""
"2013","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2013","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.8",""
"2013","Norway","Current prices, million euro","Gross domestic product at market prices","393,966.1",""
"2013","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","339,607.8",""
"2013","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.6",""
"2013","Switzerland","Current prices, million euro","Gross domestic product at market prices","518,379.5",""
"2013","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","461,455.9",""
"2013","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.0",""
"2013","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,362.5",""
"2013","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3,249.5",""
"2013","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.9",""
"2013","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","8,149.6",""
"2013","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,453.2",""
"2013","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.0",""
"2013","Albania","Current prices, million euro","Gross domestic product at market prices","9,625.4",""
"2013","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,450.1",""
"2013","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.3",""
"2013","Serbia","Current prices, million euro","Gross domestic product at market prices","36,426.7",""
"2013","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","32,893.6",""
"2013","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","126.3",""
"2013","Turkey","Current prices, million euro","Gross domestic product at market prices","714,313.4",""
"2013","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","733,964.8",""
"2013","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5",""
"2013","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","13,691.8",""
"2013","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,290.8",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.0",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5,326.6",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4,886.3",""
"2014","European Union (current composition)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.5",""
"2014","European Union (current composition)","Current prices, million euro","Gross domestic product at market prices","14,071,985.2",""
"2014","European Union (current composition)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,285,659.9",""
"2014","European Union (without United Kingdom)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.6",""
"2014","European Union (without United Kingdom)","Current prices, million euro","Gross domestic product at market prices","11,784,118.6",""
"2014","European Union (without United Kingdom)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,278,283.8",""
"2014","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.0",""
"2014","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","12,941,885.4",""
"2014","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,185,131.9",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.9",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","10,138,569.7",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,703,478.9",""
"2014","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.9",""
"2014","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","10,175,138.0",""
"2014","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,736,711.5",""
"2014","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.8",""
"2014","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,955,121.8",""
"2014","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,530,317.3",""
"2014","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.5",""
"2014","Belgium","Current prices, million euro","Gross domestic product at market prices","400,086.6",""
"2014","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","377,969.8",""
"2014","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.3",""
"2014","Bulgaria","Current prices, million euro","Gross domestic product at market prices","42,824.4",""
"2014","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","39,886.9",""
"2014","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.2",""
"2014","Czechia","Current prices, million euro","Gross domestic product at market prices","156,660.0",""
"2014","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","161,738.6",""
"2014","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.2",""
"2014","Denmark","Current prices, million euro","Gross domestic product at market prices","265,757.0",""
"2014","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","253,316.0",""
"2014","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.0",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,938,590.0",""
"2014","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,759,632.2",""
"2014","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","117.7",""
"2014","Estonia","Current prices, million euro","Gross domestic product at market prices","20,061.2",""
"2014","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17,322.8",""
"2014","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.6",""
"2014","Ireland","Current prices, million euro","Gross domestic product at market prices","195,292.8",""
"2014","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","192,152.4",""
"2014","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","82.1","p"
"2014","Greece","Current prices, million euro","Gross domestic product at market prices","178,656.5","p"
"2014","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","185,586.1","p"
"2014","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.8",""
"2014","Spain","Current prices, million euro","Gross domestic product at market prices","1,037,820.0",""
"2014","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,035,180.0",""
"2014","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.1",""
"2014","France","Current prices, million euro","Gross domestic product at market prices","2,149,765.0",""
"2014","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,076,883.7",""
"2014","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.8",""
"2014","Croatia","Current prices, million euro","Gross domestic product at market prices","43,431.0",""
"2014","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","43,712.1",""
"2014","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.2",""
"2014","Italy","Current prices, million euro","Gross domestic product at market prices","1,621,827.2",""
"2014","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,542,923.8",""
"2014","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.7",""
"2014","Cyprus","Current prices, million euro","Gross domestic product at market prices","17,610.0",""
"2014","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17,495.8",""
"2014","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","115.5",""
"2014","Latvia","Current prices, million euro","Gross domestic product at market prices","23,618.2",""
"2014","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","20,540.3",""
"2014","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","118.0",""
"2014","Lithuania","Current prices, million euro","Gross domestic product at market prices","36,568.3",""
"2014","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","33,068.3",""
"2014","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.5",""
"2014","Luxembourg","Current prices, million euro","Gross domestic product at market prices","49,824.5",""
"2014","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44,381.4",""
"2014","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.4",""
"2014","Hungary","Current prices, million euro","Gross domestic product at market prices","105,547.0",""
"2014","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","105,156.7",""
"2014","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","118.2",""
"2014","Malta","Current prices, million euro","Gross domestic product at market prices","8,505.4",""
"2014","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,802.1",""
"2014","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.8",""
"2014","Netherlands","Current prices, million euro","Gross domestic product at market prices","671,560.0",""
"2014","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","650,709.9",""
"2014","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.3",""
"2014","Austria","Current prices, million euro","Gross domestic product at market prices","333,146.1",""
"2014","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","308,723.7",""
"2014","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.8",""
"2014","Poland","Current prices, million euro","Gross domestic product at market prices","411,163.2",""
"2014","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","404,429.1",""
"2014","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.0",""
"2014","Portugal","Current prices, million euro","Gross domestic product at market prices","173,079.1",""
"2014","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","169,108.3",""
"2014","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.5",""
"2014","Romania","Current prices, million euro","Gross domestic product at market prices","150,458.0",""
"2014","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","139,783.1",""
"2014","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.7",""
"2014","Slovenia","Current prices, million euro","Gross domestic product at market prices","37,603.3",""
"2014","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","36,147.7",""
"2014","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.0",""
"2014","Slovakia","Current prices, million euro","Gross domestic product at market prices","76,087.8",""
"2014","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","73,658.3",""
"2014","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.7",""
"2014","Finland","Current prices, million euro","Gross domestic product at market prices","205,474.0",""
"2014","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","186,553.0",""
"2014","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.3",""
"2014","Sweden","Current prices, million euro","Gross domestic product at market prices","433,140.1",""
"2014","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","392,892.3",""
"2014","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.3",""
"2014","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,287,866.6",""
"2014","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,004,639.1",""
"2014","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.7",""
"2014","Iceland","Current prices, million euro","Gross domestic product at market prices","13,389.9",""
"2014","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,335.4",""
"2014","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2014","Liechtenstein","Current prices, million euro","Gross domestic product at market prices","5,021.7",""
"2014","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2014","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.9",""
"2014","Norway","Current prices, million euro","Gross domestic product at market prices","376,647.6",""
